inspection_id,date,zone,equipment_name,equipment_type,health_score,status,last_maintenance_date,next_maintenance_date,anomaly_type,risk_level,temperature_reading,vibration_reading,power_consumption,estimated_lifespan_days,year,month,quarter,days_since_last_maintenance,days_to_next_maintenance,health_grade,has_anomaly
INS046750,2024-10-21,消防区,消防广播,通信,76,正常,2024-08-18,2025-01-05,,低,24.8,1.22,25.2,765,2024,10,4,64,76,良好,False
INS046751,2024-10-21,消防区,防火卷帘,结构,85,正常,2024-09-03,2024-11-30,,低,19.9,1.05,36.8,2361,2024,10,4,48,40,良好,False
INS046752,2024-10-21,消防区,消防电话,通信,61,预警,2024-08-26,2024-11-27,频率偏移,低,22.7,1.96,44.5,638,2024,10,4,56,37,一般,True
INS046753,2024-10-21,消防区,应急照明,电气,59,预警,2024-09-17,2024-12-13,,中,34.0,2.13,60.3,1013,2024,10,4,34,53,一般,False
INS046754,2024-10-21,电力区,主变压器,电气,73,正常,2024-06-18,2024-12-21,接触不良,低,60.0,2.88,70.6,1405,2024,10,4,125,61,良好,True
INS046755,2024-10-21,电力区,备用发电机,机械,76,正常,2024-06-25,2024-12-12,,低,72.2,4.68,46.1,725,2024,10,4,118,52,良好,False
INS046756,2024-10-21,电力区,UPS电源,电气,81,正常,2024-09-21,2024-12-11,,低,56.7,1.58,92.8,1593,2024,10,4,30,51,良好,False
INS046757,2024-10-21,电力区,配电柜,电气,61,预警,2024-05-18,2024-11-30,过热,低,58.7,2.49,71.0,1433,2024,10,4,156,40,一般,True
INS046758,2024-10-21,电力区,电缆线路,电气,66,预警,2024-09-10,2024-11-20,,低,52.6,1.27,57.2,1875,2024,10,4,41,30,一般,False
INS046759,2024-10-21,电力区,稳压器,电气,70,正常,2024-05-26,2024-11-22,,低,57.9,1.12,72.8,1588,2024,10,4,148,32,良好,False
INS046760,2024-10-21,电力区,电容补偿柜,电气,71,正常,2024-07-05,2024-11-21,,低,46.1,2.2,78.8,1902,2024,10,4,108,31,良好,False
INS046761,2024-10-21,电力区,接地系统,电气,77,正常,2024-06-25,2025-01-09,,低,64.3,2.27,72.8,2127,2024,10,4,118,80,良好,False
INS046762,2024-10-21,电力区,电力监控,控制,77,正常,2024-09-21,2025-01-16,,低,33.9,1.51,39.5,1090,2024,10,4,30,87,良好,False
INS046763,2024-10-21,电力区,柴油储罐,机械,58,预警,2024-07-12,2024-11-21,,中,55.3,3.66,42.9,593,2024,10,4,101,31,一般,False
INS046764,2024-10-26,A区,座椅系统,结构,78,正常,2024-05-16,2025-01-04,,低,28.6,2.43,36.8,3580,2024,10,4,163,70,良好,False
INS046765,2024-10-26,A区,空调机组,暖通,65,预警,2024-05-16,2024-12-14,制冷不足,低,43.1,4.09,125.6,841,2024,10,4,163,49,一般,True
INS046766,2024-10-26,A区,照明系统,电气,73,正常,2024-06-08,2024-12-26,,低,61.7,2.62,81.9,1648,2024,10,4,140,61,良好,False
INS046767,2024-10-26,A区,消防喷淋,消防,88,正常,2024-08-29,2024-12-22,,低,30.8,2.8,63.2,2818,2024,10,4,58,57,良好,False
INS046768,2024-10-26,A区,监控摄像头,安防,74,正常,2024-09-03,2025-01-12,,低,26.3,1.89,45.2,1235,2024,10,4,53,78,良好,False
INS046769,2024-10-26,A区,通风管道,暖通,74,正常,2024-05-18,2024-12-03,,低,39.4,2.03,127.7,1171,2024,10,4,161,38,良好,False
INS046770,2024-10-26,A区,应急照明,电气,74,正常,2024-08-15,2024-12-14,,低,64.6,3.64,99.7,1273,2024,10,4,72,49,良好,False
INS046771,2024-10-26,A区,排水系统,结构,78,正常,2024-05-12,2024-12-30,,低,40.7,2.58,34.6,2953,2024,10,4,167,65,良好,False
INS046772,2024-10-26,A区,隔音墙板,结构,85,正常,2024-07-07,2024-12-05,,低,30.4,1.05,22.6,2833,2024,10,4,111,40,良好,False
INS046773,2024-10-26,A区,电子显示屏,电气,76,正常,2024-07-27,2024-12-24,,低,53.2,2.26,30.9,1893,2024,10,4,91,59,良好,False
INS046774,2024-10-26,B区,座椅系统,结构,90,正常,2024-07-14,2024-12-27,,低,22.6,1.84,3.7,2661,2024,10,4,104,62,优秀,False
INS046775,2024-10-26,B区,空调机组,暖通,65,预警,2024-05-15,2024-12-02,,低,27.0,3.12,98.1,907,2024,10,4,164,37,一般,False
INS046776,2024-10-26,B区,照明系统,电气,70,正常,2024-06-04,2024-11-27,,低,54.7,2.94,71.4,1282,2024,10,4,144,32,良好,False
INS046777,2024-10-26,B区,消防喷淋,消防,75,正常,2024-05-11,2024-12-20,,低,17.8,0.55,38.6,1875,2024,10,4,168,55,良好,False
INS046778,2024-10-26,B区,监控摄像头,安防,80,正常,2024-07-08,2024-12-04,,低,27.8,1.12,39.6,1004,2024,10,4,110,39,良好,False
INS046779,2024-10-26,B区,通风管道,暖通,57,预警,2024-09-11,2024-12-17,压缩机故障,中,56.0,3.46,103.7,988,2024,10,4,45,52,一般,True
INS046780,2024-10-26,B区,应急照明,电气,78,正常,2024-07-09,2025-01-09,接触不良,低,55.6,1.49,48.9,1610,2024,10,4,109,75,良好,True
INS046781,2024-10-26,B区,排水系统,结构,83,正常,2024-05-18,2024-11-29,,低,37.0,1.51,55.4,3478,2024,10,4,161,34,良好,False
INS046782,2024-10-26,B区,隔音墙板,结构,87,正常,2024-06-13,2024-12-23,,低,25.7,0.49,34.9,2870,2024,10,4,135,58,良好,False
INS046783,2024-10-26,B区,电子显示屏,电气,71,正常,2024-07-17,2024-12-06,,低,61.0,2.54,71.6,1130,2024,10,4,101,41,良好,False
INS046784,2024-10-26,C区,座椅系统,结构,76,正常,2024-07-27,2025-01-09,,低,41.2,1.59,32.0,3234,2024,10,4,91,75,良好,False
INS046785,2024-10-26,C区,空调机组,暖通,59,预警,2024-09-18,2024-12-07,,中,44.6,0.95,85.0,762,2024,10,4,38,42,一般,False
INS046786,2024-10-26,C区,照明系统,电气,72,正常,2024-05-01,2024-12-08,,低,53.8,2.26,75.9,1513,2024,10,4,178,43,良好,False
INS046787,2024-10-26,C区,消防喷淋,消防,82,正常,2024-08-28,2024-12-21,,低,33.1,2.58,6.8,2719,2024,10,4,59,56,良好,False
INS046788,2024-10-26,C区,监控摄像头,安防,76,正常,2024-06-21,2024-12-23,,低,26.3,3.53,14.4,945,2024,10,4,127,58,良好,False
INS046789,2024-10-26,C区,通风管道,暖通,76,正常,2024-06-16,2024-11-28,,低,48.9,3.06,94.3,1204,2024,10,4,132,33,良好,False
INS046790,2024-10-26,C区,应急照明,电气,79,正常,2024-06-23,2024-12-26,,低,50.9,1.64,72.6,2178,2024,10,4,125,61,良好,False
INS046791,2024-10-26,C区,排水系统,结构,85,正常,2024-08-27,2024-12-04,,低,12.7,1.06,53.3,3799,2024,10,4,60,39,良好,False
INS046792,2024-10-26,C区,隔音墙板,结构,76,正常,2024-08-21,2025-01-03,,低,31.9,0.65,51.7,2149,2024,10,4,66,69,良好,False
INS046793,2024-10-26,C区,电子显示屏,电气,74,正常,2024-05-21,2025-01-20,,低,61.4,1.34,78.7,1818,2024,10,4,158,86,良好,False
INS046794,2024-10-26,VIP区,座椅系统,结构,83,正常,2024-09-18,2024-12-11,,低,28.1,1.48,40.5,3157,2024,10,4,38,46,良好,False
INS046795,2024-10-26,VIP区,空调机组,暖通,71,正常,2024-07-27,2024-12-03,,低,46.6,4.23,87.7,1611,2024,10,4,91,38,良好,False
INS046796,2024-10-26,VIP区,照明系统,电气,79,正常,2024-07-13,2025-01-16,,低,60.7,3.61,48.4,1833,2024,10,4,105,82,良好,False
INS046797,2024-10-26,VIP区,消防喷淋,消防,86,正常,2024-08-20,2025-01-10,,低,28.7,2.36,13.7,2335,2024,10,4,67,76,良好,False
INS046798,2024-10-26,VIP区,监控摄像头,安防,79,正常,2024-06-26,2025-01-15,,低,25.3,1.63,26.5,1192,2024,10,4,122,81,良好,False
INS046799,2024-10-26,VIP区,电梯系统,运输,70,正常,2024-07-30,2024-12-06,,低,34.3,2.06,47.2,1007,2024,10,4,88,41,良好,False
INS046800,2024-10-26,VIP区,通风管道,暖通,70,正常,2024-09-11,2025-01-15,,低,49.4,2.1,97.1,1442,2024,10,4,45,81,良好,False
INS046801,2024-10-26,VIP区,应急照明,电气,69,预警,2024-07-12,2025-01-15,,低,59.2,1.53,91.0,1931,2024,10,4,106,81,一般,False
INS046802,2024-10-26,VIP区,排水系统,结构,89,正常,2024-09-17,2024-11-27,,低,39.1,2.46,61.3,4158,2024,10,4,39,32,良好,False
INS046803,2024-10-26,VIP区,电子显示屏,电气,64,预警,2024-05-30,2025-01-02,,低,43.5,4.25,50.5,1006,2024,10,4,149,68,一般,False
INS046804,2024-10-26,VIP区,贵宾接待系统,控制,57,预警,2024-05-27,2025-01-14,,中,39.4,2.08,39.4,671,2024,10,4,152,80,一般,False
INS046805,2024-10-26,舞台区,液压升降台,机械,87,正常,2024-05-14,2025-01-13,,低,43.1,4.84,26.6,727,2024,10,4,165,79,良好,False
INS046806,2024-10-26,舞台区,舞台灯光,电气,68,预警,2024-08-31,2024-12-16,,低,53.8,1.96,57.8,1286,2024,10,4,56,51,一般,False
INS046807,2024-10-26,舞台区,音响系统,电气,77,正常,2024-09-23,2024-12-24,,低,50.9,3.37,79.7,2130,2024,10,4,33,59,良好,False
INS046808,2024-10-26,舞台区,烟雾机,特效,84,正常,2024-09-17,2025-01-10,,低,21.6,3.38,34.9,745,2024,10,4,39,76,良好,False
INS046809,2024-10-26,舞台区,吊挂系统,机械,70,正常,2024-06-04,2024-11-29,,低,43.6,4.97,34.6,930,2024,10,4,144,34,良好,False
INS046810,2024-10-26,舞台区,旋转舞台,机械,48,故障,2024-05-07,2024-12-18,,中,65.7,3.82,44.1,473,2024,10,4,172,53,较差,False
INS046811,2024-10-26,舞台区,LED地屏,电气,73,正常,2024-09-18,2024-12-29,,低,55.0,2.2,110.6,1797,2024,10,4,38,64,良好,False
INS046812,2024-10-26,舞台区,舞台幕布,结构,69,预警,2024-06-08,2024-12-15,,低,25.9,2.32,26.4,2813,2024,10,4,140,50,一般,False
INS046813,2024-10-26,舞台区,线缆卷扬机,机械,79,正常,2024-05-01,2025-01-03,,低,64.2,5.24,21.2,700,2024,10,4,178,69,良好,False
INS046814,2024-10-26,舞台区,舞台监控,安防,74,正常,2024-07-23,2024-12-25,,低,20.7,1.29,38.9,916,2024,10,4,95,60,良好,False
INS046815,2024-10-26,灯光区,主灯阵列,电气,67,预警,2024-07-01,2024-12-02,,低,47.6,1.99,67.5,1188,2024,10,4,117,37,一般,False
INS046816,2024-10-26,灯光区,追光灯,电气,77,正常,2024-07-12,2025-01-08,,低,60.0,0.83,66.6,1498,2024,10,4,106,74,良好,False
INS046817,2024-10-26,灯光区,灯光控制台,控制,67,预警,2024-05-11,2024-12-14,,低,24.6,1.22,28.1,830,2024,10,4,168,49,一般,False
INS046818,2024-10-26,灯光区,配电柜,电气,64,预警,2024-09-10,2024-12-14,,低,48.5,1.63,78.0,1018,2024,10,4,46,49,一般,False
INS046819,2024-10-26,灯光区,散热系统,暖通,75,正常,2024-06-19,2024-11-29,,低,41.3,1.86,103.1,1116,2024,10,4,129,34,良好,False
INS046820,2024-10-26,灯光区,特效灯,电气,71,正常,2024-09-10,2024-12-24,,低,49.5,2.82,86.8,1280,2024,10,4,46,59,良好,False
INS046821,2024-10-26,灯光区,激光投影,电气,72,正常,2024-05-27,2025-01-07,,低,57.4,1.92,62.1,1401,2024,10,4,152,73,良好,False
INS046822,2024-10-26,灯光区,灯光桁架,结构,78,正常,2024-09-05,2025-01-22,,低,26.8,0.44,31.9,3530,2024,10,4,51,88,良好,False
INS046823,2024-10-26,灯光区,调光器,电气,65,预警,2024-08-20,2024-12-05,,低,46.0,1.98,78.5,1059,2024,10,4,67,40,一般,False
INS046824,2024-10-26,灯光区,信号放大器,通信,65,预警,2024-08-22,2024-11-26,,低,36.3,1.86,67.6,625,2024,10,4,65,31,一般,False
INS046825,2024-10-26,音响区,主扩音箱,电气,68,预警,2024-08-05,2024-12-09,,低,57.6,0.88,101.1,1821,2024,10,4,82,44,一般,False
INS046826,2024-10-26,音响区,低音炮阵列,电气,66,预警,2024-08-14,2025-01-17,,低,62.3,1.28,79.5,1620,2024,10,4,73,83,一般,False
INS046827,2024-10-26,音响区,调音台,控制,86,正常,2024-08-16,2025-01-15,,低,49.6,0.59,28.8,779,2024,10,4,71,81,良好,False
INS046828,2024-10-26,音响区,无线麦克风,通信,56,预警,2024-07-16,2024-12-05,,中,28.1,1.91,38.3,480,2024,10,4,102,40,一般,False
INS046829,2024-10-26,音响区,功放系统,电气,69,预警,2024-07-18,2024-12-20,,低,54.4,2.11,74.1,1159,2024,10,4,100,55,一般,False
INS046830,2024-10-26,音响区,音频处理器,控制,60,预警,2024-07-16,2024-12-17,,低,25.7,1.18,15.1,837,2024,10,4,102,52,一般,False
INS046831,2024-10-26,音响区,返听音箱,电气,68,预警,2024-08-31,2024-11-26,,低,56.1,1.71,79.7,1196,2024,10,4,56,31,一般,False
INS046832,2024-10-26,音响区,信号分配器,通信,60,预警,2024-05-19,2024-12-25,,低,29.0,2.32,32.3,638,2024,10,4,160,60,一般,False
INS046833,2024-10-26,音响区,录音系统,控制,67,预警,2024-08-28,2024-12-24,,低,31.6,3.07,59.4,756,2024,10,4,59,59,一般,False
INS046834,2024-10-26,音响区,降噪系统,电气,77,正常,2024-06-29,2024-11-29,,低,69.5,2.28,90.1,1832,2024,10,4,119,34,良好,False
INS046835,2024-10-26,安防区,视频监控,安防,66,预警,2024-06-02,2024-12-23,,低,32.5,1.84,6.0,1197,2024,10,4,146,58,一般,False
INS046836,2024-10-26,安防区,门禁系统,安防,73,正常,2024-07-14,2024-12-15,,低,38.9,2.19,25.2,987,2024,10,4,104,50,良好,False
INS046837,2024-10-26,安防区,X光安检机,安防,72,正常,2024-08-14,2025-01-11,,低,21.9,1.6,31.3,1348,2024,10,4,73,77,良好,False
INS046838,2024-10-26,安防区,金属探测器,安防,78,正常,2024-06-04,2024-12-12,,低,29.4,2.41,50.1,909,2024,10,4,144,47,良好,False
INS046839,2024-10-26,安防区,报警系统,安防,84,正常,2024-08-28,2024-12-06,,低,49.8,2.38,24.6,1121,2024,10,4,59,41,良好,False
INS046840,2024-10-26,安防区,人脸识别终端,安防,72,正常,2024-06-26,2024-11-28,,低,28.1,1.56,26.2,1212,2024,10,4,122,33,良好,False
INS046841,2024-10-26,安防区,巡更系统,安防,75,正常,2024-07-23,2025-01-02,,低,34.3,1.41,55.4,1264,2024,10,4,95,68,良好,False
INS046842,2024-10-26,安防区,对讲系统,通信,69,预警,2024-05-20,2025-01-03,干扰,低,21.5,2.43,30.4,716,2024,10,4,159,69,一般,True
INS046843,2024-10-26,安防区,防入侵传感器,安防,86,正常,2024-08-13,2024-12-26,,低,33.2,3.17,24.2,1598,2024,10,4,74,61,良好,False
INS046844,2024-10-26,安防区,安防控制台,控制,61,预警,2024-09-16,2025-01-19,,低,24.8,2.17,46.2,950,2024,10,4,40,85,一般,False
INS046845,2024-10-26,消防区,火灾报警器,消防,87,正常,2024-09-12,2024-12-13,,低,32.9,2.56,21.6,2174,2024,10,4,44,48,良好,False
INS046846,2024-10-26,消防区,自动喷淋,消防,84,正常,2024-05-18,2024-12-29,,低,21.2,1.75,19.2,2244,2024,10,4,161,64,良好,False
INS046847,2024-10-26,消防区,消防水泵,机械,84,正常,2024-09-07,2024-12-14,,低,68.2,4.49,44.4,898,2024,10,4,49,49,良好,False
INS046848,2024-10-26,消防区,排烟风机,暖通,63,预警,2024-09-24,2024-12-12,漏水,低,44.9,2.61,128.2,1236,2024,10,4,32,47,一般,True
INS046849,2024-10-26,消防区,灭火器组,消防,88,正常,2024-09-05,2024-12-03,,低,22.2,1.15,26.2,2399,2024,10,4,51,38,良好,False
INS046850,2024-10-26,消防区,气体灭火系统,消防,84,正常,2024-05-10,2025-01-13,,低,36.4,2.22,44.9,2747,2024,10,4,169,79,良好,False
INS046851,2024-10-26,消防区,消防广播,通信,62,预警,2024-05-31,2025-01-22,,低,32.5,1.79,24.8,566,2024,10,4,148,88,一般,False
INS046852,2024-10-26,消防区,防火卷帘,结构,83,正常,2024-06-26,2024-11-28,,低,41.8,0.02,15.9,3781,2024,10,4,122,33,良好,False
INS046853,2024-10-26,消防区,消防电话,通信,83,正常,2024-06-23,2024-12-30,,低,20.2,2.37,57.2,637,2024,10,4,125,65,良好,False
INS046854,2024-10-26,消防区,应急照明,电气,79,正常,2024-07-05,2025-01-15,,低,59.5,2.41,54.9,1840,2024,10,4,113,81,良好,False
INS046855,2024-10-26,电力区,主变压器,电气,69,预警,2024-08-20,2024-12-23,,低,55.1,2.27,78.0,1804,2024,10,4,67,58,一般,False
INS046856,2024-10-26,电力区,备用发电机,机械,54,预警,2024-06-30,2024-12-02,,中,47.8,3.85,44.4,694,2024,10,4,118,37,一般,False
INS046857,2024-10-26,电力区,UPS电源,电气,70,正常,2024-08-06,2024-12-23,,低,51.0,1.36,93.0,1551,2024,10,4,81,58,良好,False
INS046858,2024-10-26,电力区,配电柜,电气,67,预警,2024-07-18,2025-01-16,,低,52.7,2.75,66.4,1537,2024,10,4,100,82,一般,False
INS046859,2024-10-26,电力区,电缆线路,电气,59,预警,2024-06-16,2024-12-02,,中,68.9,1.85,89.0,1043,2024,10,4,132,37,一般,False
INS046860,2024-10-26,电力区,稳压器,电气,70,正常,2024-08-10,2025-01-19,,低,76.7,1.17,77.2,1777,2024,10,4,77,85,良好,False
INS046861,2024-10-26,电力区,电容补偿柜,电气,70,正常,2024-05-01,2024-12-15,,低,58.6,2.08,88.2,1589,2024,10,4,178,50,良好,False
INS046862,2024-10-26,电力区,接地系统,电气,72,正常,2024-04-30,2024-12-27,,低,57.6,2.03,87.4,1115,2024,10,4,179,62,良好,False
INS046863,2024-10-26,电力区,电力监控,控制,63,预警,2024-06-03,2024-12-08,,低,32.9,1.13,55.2,565,2024,10,4,145,43,一般,False
INS046864,2024-10-26,电力区,柴油储罐,机械,67,预警,2024-08-04,2025-01-22,密封泄漏,低,71.4,3.26,45.9,834,2024,10,4,83,88,一般,True
INS046865,2024-11-04,A区,座椅系统,结构,77,正常,2024-08-14,2024-12-18,,低,23.7,2.36,33.6,2469,2024,11,4,82,44,良好,False
INS046866,2024-11-04,A区,空调机组,暖通,52,预警,2024-07-01,2025-01-05,异响,中,52.7,3.53,77.2,815,2024,11,4,126,62,一般,True
INS046867,2024-11-04,A区,照明系统,电气,71,正常,2024-07-12,2024-12-05,,低,36.5,3.02,66.4,1126,2024,11,4,115,31,良好,False
INS046868,2024-11-04,A区,消防喷淋,消防,82,正常,2024-06-27,2025-01-19,,低,32.1,2.94,18.3,1517,2024,11,4,130,76,良好,False
INS046869,2024-11-04,A区,监控摄像头,安防,70,正常,2024-06-04,2024-12-15,,低,34.9,2.31,59.6,1247,2024,11,4,153,41,良好,False
INS046870,2024-11-04,A区,通风管道,暖通,71,正常,2024-10-04,2025-02-01,,低,44.5,3.8,79.1,1106,2024,11,4,31,89,良好,False
INS046871,2024-11-04,A区,应急照明,电气,69,预警,2024-09-07,2025-01-27,,低,47.3,1.66,70.3,1221,2024,11,4,58,84,一般,False
INS046872,2024-11-04,A区,排水系统,结构,81,正常,2024-08-16,2024-12-18,,低,32.6,2.97,45.2,2123,2024,11,4,80,44,良好,False
INS046873,2024-11-04,A区,隔音墙板,结构,83,正常,2024-05-31,2024-12-17,,低,50.3,1.52,33.7,2589,2024,11,4,157,43,良好,False
INS046874,2024-11-04,A区,电子显示屏,电气,80,正常,2024-06-29,2025-01-15,,低,68.0,2.61,81.4,1569,2024,11,4,128,72,良好,False
INS046875,2024-11-04,B区,座椅系统,结构,85,正常,2024-10-01,2024-12-29,,低,32.9,2.76,13.0,2805,2024,11,4,34,55,良好,False
INS046876,2024-11-04,B区,空调机组,暖通,63,预警,2024-08-28,2025-01-18,,低,56.0,2.32,100.2,1202,2024,11,4,68,75,一般,False
INS046877,2024-11-04,B区,照明系统,电气,60,预警,2024-06-09,2024-12-16,,低,67.8,3.23,62.5,1403,2024,11,4,148,42,一般,False
INS046878,2024-11-04,B区,消防喷淋,消防,87,正常,2024-06-28,2024-12-23,,低,14.9,3.16,20.2,1817,2024,11,4,129,49,良好,False
INS046879,2024-11-04,B区,监控摄像头,安防,71,正常,2024-08-04,2025-01-22,,低,34.2,1.58,36.9,1128,2024,11,4,92,79,良好,False
INS046880,2024-11-04,B区,通风管道,暖通,62,预警,2024-06-29,2024-12-25,,低,48.7,4.83,102.8,875,2024,11,4,128,51,一般,False
INS046881,2024-11-04,B区,应急照明,电气,70,正常,2024-08-21,2025-01-26,绝缘老化,低,62.1,2.77,61.5,1160,2024,11,4,75,83,良好,True
INS046882,2024-11-04,B区,排水系统,结构,85,正常,2024-08-01,2025-01-13,,低,43.7,1.61,39.0,2556,2024,11,4,95,70,良好,False
INS046883,2024-11-04,B区,隔音墙板,结构,76,正常,2024-05-15,2025-01-16,,低,27.1,1.44,44.2,3116,2024,11,4,173,73,良好,False
INS046884,2024-11-04,B区,电子显示屏,电气,68,预警,2024-05-27,2025-01-18,,低,49.3,1.18,57.6,1734,2024,11,4,161,75,一般,False
INS046885,2024-11-04,C区,座椅系统,结构,81,正常,2024-06-05,2025-02-01,,低,23.5,1.53,-11.9,3180,2024,11,4,152,89,良好,False
INS046886,2024-11-04,C区,空调机组,暖通,53,预警,2024-06-12,2024-12-08,,中,50.1,2.36,95.3,712,2024,11,4,145,34,一般,False
INS046887,2024-11-04,C区,照明系统,电气,73,正常,2024-09-14,2025-01-16,,低,51.1,2.06,67.7,1634,2024,11,4,51,73,良好,False
INS046888,2024-11-04,C区,消防喷淋,消防,78,正常,2024-08-25,2025-01-08,,低,23.9,1.04,43.7,1547,2024,11,4,71,65,良好,False
INS046889,2024-11-04,C区,监控摄像头,安防,75,正常,2024-06-21,2024-12-16,,低,22.8,1.19,50.8,1356,2024,11,4,136,42,良好,False
INS046890,2024-11-04,C区,通风管道,暖通,60,预警,2024-06-30,2025-01-27,压缩机故障,低,38.6,3.9,114.4,1317,2024,11,4,127,84,一般,True
INS046891,2024-11-04,C区,应急照明,电气,62,预警,2024-07-15,2025-01-28,,低,61.7,2.88,84.4,1292,2024,11,4,112,85,一般,False
INS046892,2024-11-04,C区,排水系统,结构,85,正常,2024-09-27,2025-01-10,,低,17.7,0.77,31.5,3454,2024,11,4,38,67,良好,False
INS046893,2024-11-04,C区,隔音墙板,结构,88,正常,2024-08-17,2025-01-09,,低,29.0,1.78,17.4,3074,2024,11,4,79,66,良好,False
INS046894,2024-11-04,C区,电子显示屏,电气,67,预警,2024-07-05,2025-01-14,,低,63.2,2.32,66.7,1872,2024,11,4,122,71,一般,False
INS046895,2024-11-04,VIP区,座椅系统,结构,77,正常,2024-05-12,2025-01-06,,低,15.7,1.45,18.3,2953,2024,11,4,176,63,良好,False
INS046896,2024-11-04,VIP区,空调机组,暖通,73,正常,2024-05-18,2025-01-18,,低,48.8,2.51,90.4,1712,2024,11,4,170,75,良好,False
INS046897,2024-11-04,VIP区,照明系统,电气,76,正常,2024-09-27,2025-01-01,,低,52.5,3.98,86.0,1175,2024,11,4,38,58,良好,False
INS046898,2024-11-04,VIP区,消防喷淋,消防,85,正常,2024-05-27,2024-12-07,,低,35.8,2.09,28.6,2539,2024,11,4,161,33,良好,False
INS046899,2024-11-04,VIP区,监控摄像头,安防,71,正常,2024-08-04,2025-01-08,,低,31.9,2.21,-8.0,1340,2024,11,4,92,65,良好,False
INS046900,2024-11-04,VIP区,电梯系统,运输,57,预警,2024-09-30,2024-12-08,钢丝绳磨损,中,20.4,1.87,37.4,717,2024,11,4,35,34,一般,True
INS046901,2024-11-04,VIP区,通风管道,暖通,66,预警,2024-08-20,2025-01-07,,低,31.4,4.05,81.9,1184,2024,11,4,76,64,一般,False
INS046902,2024-11-04,VIP区,应急照明,电气,75,正常,2024-06-13,2024-12-14,,低,54.8,0.95,61.1,1685,2024,11,4,144,40,良好,False
INS046903,2024-11-04,VIP区,排水系统,结构,84,正常,2024-07-21,2024-12-13,,低,32.0,1.55,13.8,2218,2024,11,4,106,39,良好,False
INS046904,2024-11-04,VIP区,电子显示屏,电气,64,预警,2024-05-27,2025-01-16,,低,41.4,2.65,52.1,1788,2024,11,4,161,73,一般,False
INS046905,2024-11-04,VIP区,贵宾接待系统,控制,66,预警,2024-06-26,2024-12-04,,低,32.3,1.64,5.8,929,2024,11,4,131,30,一般,False
INS046906,2024-11-04,舞台区,液压升降台,机械,62,预警,2024-05-21,2025-01-15,,低,49.2,5.17,27.9,674,2024,11,4,167,72,一般,False
INS046907,2024-11-04,舞台区,舞台灯光,电气,59,预警,2024-06-09,2024-12-05,过热,中,57.9,1.49,81.5,1649,2024,11,4,148,31,一般,True
INS046908,2024-11-04,舞台区,音响系统,电气,72,正常,2024-09-13,2024-12-08,,低,42.8,2.72,72.4,1442,2024,11,4,52,34,良好,False
INS046909,2024-11-04,舞台区,烟雾机,特效,57,预警,2024-08-15,2024-12-14,,中,44.8,3.47,35.0,456,2024,11,4,81,40,一般,False
INS046910,2024-11-04,舞台区,吊挂系统,机械,78,正常,2024-09-09,2025-01-23,,低,56.3,5.25,-2.7,756,2024,11,4,56,80,良好,False
INS046911,2024-11-04,舞台区,旋转舞台,机械,59,预警,2024-08-24,2025-01-26,轴承过热,中,71.8,4.76,23.5,673,2024,11,4,72,83,一般,True
INS046912,2024-11-04,舞台区,LED地屏,电气,74,正常,2024-09-08,2024-12-06,,低,59.0,1.68,60.0,2052,2024,11,4,57,32,良好,False
INS046913,2024-11-04,舞台区,舞台幕布,结构,83,正常,2024-08-23,2024-12-16,,低,30.6,0.98,40.1,2931,2024,11,4,73,42,良好,False
INS046914,2024-11-04,舞台区,线缆卷扬机,机械,61,预警,2024-10-03,2024-12-26,,低,50.6,4.61,27.8,753,2024,11,4,32,52,一般,False
INS046915,2024-11-04,舞台区,舞台监控,安防,62,预警,2024-05-28,2025-01-26,,低,43.2,2.37,27.5,812,2024,11,4,160,83,一般,False
INS046916,2024-11-04,灯光区,主灯阵列,电气,77,正常,2024-07-14,2024-12-10,,低,57.7,0.07,60.4,2062,2024,11,4,113,36,良好,False
INS046917,2024-11-04,灯光区,追光灯,电气,86,正常,2024-09-01,2025-01-25,,低,55.1,2.42,71.1,1629,2024,11,4,64,82,良好,False
INS046918,2024-11-04,灯光区,灯光控制台,控制,74,正常,2024-09-01,2025-01-05,,低,31.2,1.27,15.6,882,2024,11,4,64,62,良好,False
INS046919,2024-11-04,灯光区,配电柜,电气,73,正常,2024-07-28,2024-12-27,,低,52.7,2.12,74.6,1745,2024,11,4,99,53,良好,False
INS046920,2024-11-04,灯光区,散热系统,暖通,74,正常,2024-07-28,2024-12-26,,低,44.7,3.29,103.3,1387,2024,11,4,99,52,良好,False
INS046921,2024-11-04,灯光区,特效灯,电气,64,预警,2024-08-15,2024-12-15,,低,54.0,2.77,77.5,1794,2024,11,4,81,41,一般,False
INS046922,2024-11-04,灯光区,激光投影,电气,75,正常,2024-08-07,2025-01-10,,低,65.5,2.88,72.0,1380,2024,11,4,89,67,良好,False
INS046923,2024-11-04,灯光区,灯光桁架,结构,76,正常,2024-08-13,2025-01-14,,低,19.2,1.87,16.1,2743,2024,11,4,83,71,良好,False
INS046924,2024-11-04,灯光区,调光器,电气,78,正常,2024-09-05,2025-01-05,,低,38.7,1.02,48.7,1602,2024,11,4,60,62,良好,False
INS046925,2024-11-04,灯光区,信号放大器,通信,62,预警,2024-06-11,2025-01-14,频率偏移,低,20.5,2.35,26.6,743,2024,11,4,146,71,一般,True
INS046926,2024-11-04,音响区,主扩音箱,电气,60,预警,2024-06-09,2024-12-05,,低,47.1,2.12,52.8,1543,2024,11,4,148,31,一般,False
