date,quarter,year,event_type,event_name,total_tickets,sold_tickets,avg_ticket_price,total_revenue,vip_revenue,merchandise_revenue,sponsor_revenue,month,sell_rate,revenue_per_ticket,vip_revenue_ratio,sponsor_revenue_ratio,is_weekend
2024-09-13,3,2024,商业活动,2024品牌周年庆典,22688,17227,2544.5,43834101.5,27346470.39,308615.23,15799158.69,9,0.7593,2544.5,0.6239,0.3604,False
2024-09-13,3,2024,演唱会,薛之谦天外来物巡演,98873,87944,2000.94,175970667.36,52245978.65,2913769.66,30194359.27,9,0.8895,2000.94,0.2969,0.1716,False
2024-09-14,3,2024,演唱会,2024陈奕迅Fear and Dreams,83167,72415,2072.12,150052569.8,41920663.37,2853540.47,26848407.32,9,0.8707,2072.12,0.2794,0.1789,True
2024-09-14,3,2024,体育赛事,2024全国田径锦标赛,80804,59472,447.98,26642266.56,5064295.64,269370.95,6869939.11,9,0.736,447.98,0.1901,0.2579,True
2024-09-16,3,2024,演唱会,2024张杰未LIVE巡演,89200,76313,1103.96,84246499.48,27035062.99,1276944.45,8140397.44,9,0.8555,1103.96,0.3209,0.0966,False
2024-09-16,3,2024,文化活动,冰雪文化节,49555,38319,731.41,28026899.79,4852361.89,371168.98,3605749.67,9,0.7733,731.41,0.1731,0.1287,False
2024-09-17,3,2024,演唱会,2024周杰伦巡回演唱会,102719,95435,1856.87,177210388.45,67469326.99,3206262.4,25437002.14,9,0.9291,1856.87,0.3807,0.1435,False
2024-09-17,3,2024,商业活动,2024国际商务大会,28976,24738,1724.53,42661423.14,28351379.13,145356.19,13888930.56,9,0.8537,1724.53,0.6646,0.3256,False
2024-09-18,3,2024,文化活动,2024国庆文艺汇演,78214,53161,405.25,21543495.25,5912211.3,197893.53,2567802.12,9,0.6797,405.25,0.2744,0.1192,False
2024-09-19,3,2024,演唱会,2024张杰未LIVE巡演,90457,82442,2027.7,167167643.4,52945179.9,2166090.44,22481628.4,9,0.9114,2027.7,0.3167,0.1345,False
2024-09-19,3,2024,文化活动,国潮音乐节,55278,37313,415.96,15520715.48,2251755.78,156168.96,1904760.15,9,0.675,415.96,0.1451,0.1227,False
2024-09-20,3,2024,展览,2024数字艺术沉浸展,32442,24352,359.4,8752108.8,703873.17,87507.72,1505109.61,9,0.7506,359.4,0.0804,0.172,False
2024-09-24,3,2024,商业活动,2024电商购物节开幕式,25407,20383,3574.53,72859644.99,36160677.21,341299.87,23296468.55,9,0.8023,3574.53,0.4963,0.3197,False
2024-09-24,3,2024,演唱会,2024张学友经典世界巡演,72145,69775,2428.49,169447889.75,80444374.8,2219843.46,29657186.6,9,0.9671,2428.49,0.4747,0.175,False
2024-09-26,3,2024,体育赛事,2024中国足协杯决赛,79291,66182,951.31,62959598.42,15099309.79,689906.86,11262053.21,9,0.8347,951.31,0.2398,0.1789,False
2024-09-27,3,2024,演唱会,2024张杰未LIVE巡演,77416,74205,1889.0,140173245.0,48404274.76,1952803.88,17529431.89,9,0.9585,1889.0,0.3453,0.1251,False
2024-09-28,3,2024,演唱会,2024刘德华My Love巡演,73766,70349,1167.27,82116277.23,35561530.01,1311062.84,12543545.93,9,0.9537,1167.27,0.4331,0.1528,True
2024-09-29,3,2024,文化活动,2024非遗文化展示周,43380,34264,297.86,10205875.04,1722539.99,90325.53,1736349.43,9,0.7899,297.86,0.1688,0.1701,True
2024-10-01,4,2024,体育赛事,2024国际马术大师赛,77001,55627,529.07,29430576.89,6333634.36,166237.28,7328271.01,10,0.7224,529.07,0.2152,0.249,False
2024-10-02,4,2024,演唱会,王力宏龙的传人巡演,44740,38309,2321.22,88923616.98,20451008.58,1425034.28,12344198.13,10,0.8563,2321.22,0.23,0.1388,False
2024-10-03,4,2024,商业活动,世界500强企业峰会,15504,13591,2258.8,30699350.8,20647412.79,210342.15,10377513.26,10,0.8766,2258.8,0.6726,0.338,False
2024-10-03,4,2024,文化活动,2024北京国际电影节开幕式,56872,42340,688.81,29164215.4,7191591.35,235807.98,3870342.21,10,0.7445,688.81,0.2466,0.1327,False
2024-10-05,4,2024,体育赛事,2024NFL中国赛,95734,63919,717.26,45846541.94,5129507.58,458221.94,7044917.88,10,0.6677,717.26,0.1119,0.1537,True
2024-10-05,4,2024,文化活动,2024国庆文艺汇演,45122,35592,641.39,22828352.88,4755285.75,285657.29,4805457.64,10,0.7888,641.39,0.2083,0.2105,True
2024-10-05,4,2024,体育赛事,中超联赛北京德比,96648,72412,646.25,46796255.0,16189720.19,444496.84,13606702.43,10,0.7492,646.25,0.346,0.2908,True
2024-10-06,4,2024,演唱会,BLACKPINK世界巡演北京站,50773,46056,974.95,44902297.2,26420902.06,580629.58,4709863.54,10,0.9071,974.95,0.5884,0.1049,True
2024-10-06,4,2024,展览,2024国际文创博览会,48205,28476,346.46,9865794.96,1954488.89,143169.23,2102320.95,10,0.5907,346.46,0.1981,0.2131,True
2024-10-06,4,2024,演唱会,Taylor Swift世界巡演北京站,67318,62156,2282.61,141877907.16,61218235.35,3187026.97,21720004.45,10,0.9233,2282.61,0.4315,0.1531,True
2024-10-06,4,2024,展览,数字艺术沉浸展,37536,22729,148.64,3378438.56,272627.86,29579.41,804999.06,10,0.6055,148.64,0.0807,0.2383,True
2024-10-08,4,2024,展览,国际设计周,26527,15696,145.65,2286122.4,402731.7,21651.55,304142.54,10,0.5917,145.65,0.1762,0.133,False
2024-10-08,4,2024,演唱会,2024王力宏龙的传人巡演,77570,70087,1941.24,136055687.88,69784273.43,2671134.15,16336671.47,10,0.9035,1941.24,0.5129,0.1201,False
2024-10-08,4,2024,展览,2024国际设计周,43373,28304,257.99,7302148.96,1010914.82,101031.09,953908.09,10,0.6526,257.99,0.1384,0.1306,False
2024-10-08,4,2024,文化活动,2024非遗文化展示周,50930,42464,398.89,16938464.96,4157935.93,107734.93,1729140.99,10,0.8338,398.89,0.2455,0.1021,False
2024-10-09,4,2024,体育赛事,法国超级杯北京站,75850,54287,859.33,46650447.71,13212120.33,515351.74,8804359.71,10,0.7157,859.33,0.2832,0.1887,False
2024-10-10,4,2024,演唱会,2024Ed Sheeran中国巡演,60412,51909,1870.76,97109280.84,30207938.14,2035348.65,17184326.94,10,0.8592,1870.76,0.3111,0.177,False
2024-10-10,4,2024,展览,未来生活体验展,49218,39858,275.54,10982473.32,1447646.64,121429.26,1658245.18,10,0.8098,275.54,0.1318,0.151,False
2024-10-11,4,2024,体育赛事,2024中超联赛北京德比,76343,61192,318.33,19479249.36,6665717.98,129459.12,5195640.24,10,0.8015,318.33,0.3422,0.2667,False
2024-10-13,4,2024,文化活动,2024央视春晚分会场,51644,42100,207.44,8733224.0,1251559.33,101966.32,1053074.35,10,0.8152,207.44,0.1433,0.1206,True
2024-10-13,4,2024,展览,2024全球创新科技展,43199,33181,342.93,11378760.33,1516319.78,203272.69,2797430.47,10,0.7681,342.93,0.1333,0.2458,True
2024-10-15,4,2024,演唱会,孙燕姿克卜勒巡演,66709,57066,1050.32,59937561.12,27409495.16,1093001.79,8309518.73,10,0.8554,1050.32,0.4573,0.1386,False
2024-10-16,4,2024,展览,2024当代艺术大展,22472,15108,219.47,3315752.76,486620.29,44140.05,456570.77,10,0.6723,219.47,0.1468,0.1377,False
2024-10-17,4,2024,展览,2024未来生活体验展,25449,14316,249.71,3574848.36,262891.34,60657.24,541206.28,10,0.5625,249.71,0.0735,0.1514,False
2024-10-17,4,2024,展览,2024中国品牌日展览,47638,26713,317.32,8476569.16,1926766.45,103753.72,1362789.25,10,0.5607,317.32,0.2273,0.1608,False
2024-10-18,4,2024,演唱会,Taylor Swift世界巡演北京站,70080,64051,1584.62,101496495.62,61617333.31,1816379.5,12745240.16,10,0.914,1584.62,0.6071,0.1256,False
2024-10-18,4,2024,体育赛事,2024亚洲田径锦标赛,74298,51557,607.98,31345624.86,5076749.61,339536.1,7278862.53,10,0.6939,607.98,0.162,0.2322,False
2024-10-19,4,2024,文化活动,2024鸟巢新年音乐会,69166,47627,225.14,10722742.78,1670166.76,154799.88,1085531.96,10,0.6886,225.14,0.1558,0.1012,True
2024-10-19,4,2024,体育赛事,国际马术大师赛,77653,49024,337.13,16527461.12,5098266.63,86817.79,3883873.11,10,0.6313,337.13,0.3085,0.235,True
2024-10-19,4,2024,体育赛事,中国足协杯决赛,76483,60448,536.32,32419471.36,11558447.08,184894.47,7900094.31,10,0.7903,536.32,0.3565,0.2437,True
2024-10-24,4,2024,演唱会,李荣浩纵横四海巡演,80593,75664,1592.81,120518375.84,64320398.47,2051648.93,18912348.3,10,0.9388,1592.81,0.5337,0.1569,False
2024-10-26,4,2024,展览,国际摄影大展,37043,26052,283.08,7374800.16,768067.79,94732.09,1543533.12,10,0.7033,283.08,0.1041,0.2093,True
2024-10-26,4,2024,展览,2024中国品牌日展览,29070,19864,404.08,8026645.12,1233546.31,128187.24,1424519.39,10,0.6833,404.08,0.1537,0.1775,True
2024-10-27,4,2024,文化活动,2024鸟巢新年音乐会,44543,30167,563.87,17010266.29,2423698.85,201260.01,3354931.65,10,0.6773,563.87,0.1425,0.1972,True
2024-10-29,4,2024,体育赛事,2024中国足协杯决赛,85782,71732,814.75,58443647.0,14779323.82,373153.51,10912064.57,10,0.8362,814.75,0.2529,0.1867,False
2024-10-29,4,2024,商业活动,创业大赛总决赛,24984,18864,1777.36,33528119.04,16383549.42,263584.54,12478300.49,10,0.755,1777.36,0.4887,0.3722,False
2024-10-29,4,2024,体育赛事,2024全国运动会田径项目,96402,87432,417.51,36503734.32,6788307.76,310073.11,6162513.46,10,0.907,417.51,0.186,0.1688,False
2024-10-29,4,2024,展览,国际设计周,40396,27670,164.95,4564166.5,587268.37,49469.39,1011549.2,10,0.685,164.95,0.1287,0.2216,False
2024-10-31,4,2024,体育赛事,2024国际田联钻石联赛,100306,79031,499.36,39464920.16,7077866.12,397032.85,10109264.85,10,0.7879,499.36,0.1793,0.2562,False
2024-11-04,4,2024,体育赛事,2024NFL中国赛,67543,52072,773.35,40269881.2,6978957.44,401659.62,10698517.08,11,0.7709,773.35,0.1733,0.2657,False
2024-11-07,4,2024,展览,2024国际航空航天展,31453,23686,217.32,5147441.52,859173.13,75452.37,751279.3,11,0.7531,217.32,0.1669,0.146,False
2024-11-09,4,2024,展览,国际消费电子展,41883,25908,292.18,7569799.44,988873.52,81202.72,1794213.72,11,0.6186,292.18,0.1306,0.237,True
2024-11-12,4,2024,演唱会,2024王力宏龙的传人巡演,58832,53729,1051.25,56482611.25,22739923.74,725730.09,7822474.45,11,0.9133,1051.25,0.4026,0.1385,False
2024-11-15,4,2024,文化活动,2024世界文化遗产日庆典,36783,28281,345.73,9777590.13,1261348.94,106458.65,1331900.94,11,0.7689,345.73,0.129,0.1362,False
2024-11-16,4,2024,体育赛事,2024NBA中国赛北京站,75871,54078,695.29,37599892.62,7253902.45,246629.9,9496994.03,11,0.7128,695.29,0.1929,0.2526,True
2024-11-23,4,2024,演唱会,2024蔡依林Ugly Beauty巡演,69112,58990,616.44,36363795.6,15689171.32,862520.45,4795518.98,11,0.8535,616.44,0.4315,0.1319,True
2024-11-24,4,2024,演唱会,张学友经典世界巡演,62285,56101,1732.56,97198348.56,32324894.95,1337269.07,10597040.66,11,0.9007,1732.56,0.3326,0.109,True
2024-11-25,4,2024,体育赛事,法国超级杯北京站,84223,69786,698.08,48716210.88,6854926.76,263269.9,10022485.9,11,0.8286,698.08,0.1407,0.2057,False
2024-11-26,4,2024,文化活动,北京国际电影节开幕式,39425,27088,232.57,6299856.16,854391.49,50259.17,1251329.67,11,0.6871,232.57,0.1356,0.1986,False
2024-11-28,4,2024,文化活动,世界文化遗产日庆典,57462,46021,270.77,12461106.17,2041718.01,153336.62,2154425.33,11,0.8009,270.77,0.1638,0.1729,False
2024-12-01,4,2024,体育赛事,2024NFL中国赛,58914,44544,354.38,15785502.72,3335141.45,92987.7,2538043.38,12,0.7561,354.38,0.2113,0.1608,True
2024-12-02,4,2024,文化活动,2024冰雪文化节,32041,21161,279.5,5914499.5,1106993.52,81514.01,970376.0,12,0.6604,279.5,0.1872,0.1641,False
2024-12-05,4,2024,展览,2024当代艺术大展,39351,27182,276.13,7505765.66,1478546.92,93457.99,1166002.12,12,0.6908,276.13,0.197,0.1553,False
2024-12-06,4,2024,展览,2024全球创新科技展,26662,22330,76.83,1715613.9,280272.55,29379.46,218414.06,12,0.8375,76.83,0.1634,0.1273,False
2024-12-07,4,2024,体育赛事,北京马拉松起点仪式,70420,51512,616.76,31770541.12,9415119.95,325226.07,8768370.45,12,0.7315,616.76,0.2963,0.276,True
2024-12-08,4,2024,体育赛事,国际马术大师赛,62200,43372,363.15,15750541.8,2825288.49,85842.2,4459054.42,12,0.6973,363.15,0.1794,0.2831,True
2024-12-08,4,2024,演唱会,2024Ed Sheeran中国巡演,52164,47670,1304.73,62196479.1,23818100.96,1152577.19,7057704.83,12,0.9138,1304.73,0.3829,0.1135,True
2024-12-09,4,2024,展览,2024中国品牌日展览,33189,23113,211.33,4884470.29,401963.59,52775.11,640761.42,12,0.6964,211.33,0.0823,0.1312,False
2024-12-09,4,2024,演唱会,2024张杰未LIVE巡演,37927,32537,1342.63,43685152.31,22607152.93,553477.68,4461209.25,12,0.8579,1342.63,0.5175,0.1021,False
2024-12-13,4,2024,文化活动,2024非遗文化展示周,30240,26524,400.4,10620209.6,2456838.48,73021.55,2068298.06,12,0.8771,400.4,0.2313,0.1948,False
2024-12-15,4,2024,演唱会,2024刘德华My Love巡演,61859,54898,998.25,54801928.5,20201706.72,1260913.93,5840748.52,12,0.8875,998.25,0.3686,0.1066,True
2024-12-15,4,2024,演唱会,2024蔡依林Ugly Beauty巡演,63814,62203,1344.24,83615760.72,24779255.37,1081761.17,7994544.67,12,0.9748,1344.24,0.2963,0.0956,True
2024-12-19,4,2024,文化活动,2024中秋赏月晚会,27867,24752,193.79,4796690.08,1176562.74,47360.37,640927.47,12,0.8882,193.79,0.2453,0.1336,False
2024-12-20,4,2024,展览,当代艺术大展,27479,22585,282.87,6388618.95,772737.41,63450.74,1559023.34,12,0.8219,282.87,0.121,0.244,False
2024-12-22,4,2024,商业活动,品牌周年庆典,17355,16315,880.46,14364704.9,6329343.03,109893.49,3618055.37,12,0.9401,880.46,0.4406,0.2519,True
2024-12-23,4,2024,演唱会,张学友经典世界巡演,63002,55799,1833.64,102315278.36,58637744.12,1888633.05,16028600.11,12,0.8857,1833.64,0.5731,0.1567,False
2024-12-27,4,2024,商业活动,2024世界500强企业峰会,20856,15972,1643.16,26244551.52,15691780.74,161523.79,9053857.41,12,0.7658,1643.16,0.5979,0.345,False
2024-12-29,4,2024,展览,全球创新科技展,21885,14374,288.08,4140861.92,564664.14,40545.95,762209.6,12,0.6568,288.08,0.1364,0.1841,True
2024-12-30,4,2024,展览,北京国际科技博览会,29835,24879,208.55,5188515.45,660498.64,48954.66,935912.32,12,0.8339,208.55,0.1273,0.1804,False
2024-12-30,4,2024,商业活动,2024金融峰会,10969,9792,1788.25,17510544.0,6881526.69,98905.99,7342207.07,12,0.8927,1788.25,0.393,0.4193,False
2024-12-31,4,2024,体育赛事,2024意大利超级杯,66302,57689,713.43,41157063.27,12976107.82,414703.26,7806831.01,12,0.8701,713.43,0.3153,0.1897,False
2025-01-01,1,2025,文化活动,2025非遗文化展示周,51167,45108,532.89,24037602.12,2655383.64,151627.54,4976233.97,1,0.8816,532.89,0.1105,0.207,False
2025-01-01,1,2025,展览,国际消费电子展,26557,19570,274.52,5372356.4,1317695.0,68158.04,1150122.52,1,0.7369,274.52,0.2453,0.2141,False
2025-01-02,1,2025,展览,2025国际航空航天展,35742,30047,145.48,4371237.56,382574.64,40400.7,804389.55,1,0.8407,145.48,0.0875,0.184,False
2025-01-04,1,2025,演唱会,五月天人生无限公司,44473,42466,1506.58,63978426.28,25265796.5,1249728.78,6521939.73,1,0.9549,1506.58,0.3949,0.1019,True
2025-01-05,1,2025,体育赛事,2025意大利超级杯,54664,45491,499.58,22726393.78,3168878.84,190958.89,5684691.93,1,0.8322,499.58,0.1394,0.2501,True
2025-01-07,1,2025,演唱会,2025林俊杰圣所演唱会,64241,57172,1521.78,87003206.16,47080164.84,1584239.33,13700454.63,1,0.89,1521.78,0.5411,0.1575,False
2025-01-08,1,2025,展览,2025当代艺术大展,37203,29440,212.09,6243929.6,773765.57,52409.17,1397140.52,1,0.7913,212.09,0.1239,0.2238,False
2025-01-09,1,2025,演唱会,刘德华My Love巡演,41023,36878,1195.79,44098343.62,12528551.45,975093.3,7772957.77,1,0.899,1195.79,0.2841,0.1763,False
2025-01-11,1,2025,商业活动,2025互联网大会开幕式,16471,14151,899.16,12724013.16,5618635.48,60659.65,3564334.1,1,0.8591,899.16,0.4416,0.2801,True
2025-01-12,1,2025,演唱会,孙燕姿克卜勒巡演,53595,47721,1075.05,51302461.05,20490697.77,929167.45,9046976.93,1,0.8904,1075.05,0.3994,0.1763,True
2025-01-14,1,2025,体育赛事,2025国际田联钻石联赛,74300,61349,346.05,21229821.45,3247242.71,208130.0,4835417.76,1,0.8257,346.05,0.153,0.2278,False
2025-01-18,1,2025,商业活动,2025科技产品首发仪式,7579,6190,1720.61,10650575.9,6711685.98,79865.53,3130652.57,1,0.8167,1720.61,0.6302,0.2939,True
2025-01-18,1,2025,展览,数字艺术沉浸展,21034,15508,133.93,2076986.44,235737.77,31051.66,315676.26,1,0.7373,133.93,0.1135,0.152,True
2025-01-20,1,2025,商业活动,2025创业大赛总决赛,5278,4194,1273.82,5342401.08,3318608.37,34875.59,1386063.14,1,0.7946,1273.82,0.6212,0.2594,False
2025-01-20,1,2025,演唱会,2025华晨宇火星演唱会,34401,32577,811.35,26431348.95,13378065.9,470537.08,4177576.97,1,0.947,811.35,0.5061,0.1581,False
2025-01-21,1,2025,商业活动,2025品牌周年庆典,13012,11338,1757.03,19921206.14,7788693.3,133097.7,5633015.82,1,0.8713,1757.03,0.391,0.2828,False
2025-01-23,1,2025,体育赛事,2025世界斯诺克中国公开赛,51293,32424,487.81,15816751.44,2775711.49,130706.45,3953784.71,1,0.6321,487.81,0.1755,0.25,False
2025-01-23,1,2025,体育赛事,2025NBA中国赛北京站,55415,46669,603.97,28186675.93,8098547.44,174382.48,7781261.46,1,0.8422,603.97,0.2873,0.2761,False
2025-01-25,1,2025,体育赛事,2025国际足球友谊赛,67297,44384,237.77,10553183.68,3192630.74,72258.22,2472093.24,1,0.6595,237.77,0.3025,0.2343,True
2025-01-25,1,2025,体育赛事,2025国际田联钻石联赛,63920,58728,345.18,20271731.04,6699921.54,184300.23,3337159.8,1,0.9188,345.18,0.3305,0.1646,True
2025-01-26,1,2025,文化活动,2025中国传统文化周,44651,39863,211.24,8420660.12,1915211.18,77839.62,1368194.77,1,0.8928,211.24,0.2274,0.1625,True
2025-01-26,1,2025,演唱会,2025张杰未LIVE巡演,34120,30838,1530.58,47200026.04,18741218.56,695167.9,5742004.23,1,0.9038,1530.58,0.3971,0.1217,True
2025-01-27,1,2025,商业活动,2025行业峰会论坛,18910,14194,2257.4,32041535.6,9970653.39,104998.28,10246346.04,1,0.7506,2257.4,0.3112,0.3198,False
2025-01-28,1,2025,演唱会,2025李荣浩纵横四海巡演,58011,51418,804.73,41377607.14,12590011.23,818827.4,5261268.2,1,0.8863,804.73,0.3043,0.1272,False
2025-02-01,1,2025,展览,数字艺术沉浸展,37944,29479,209.28,6169365.12,806604.99,64980.13,768782.13,2,0.7769,209.28,0.1307,0.1246,True
2025-02-02,1,2025,展览,2025国际设计周,26362,19468,83.26,1620905.68,246202.97,23385.46,313608.45,2,0.7385,83.26,0.1519,0.1935,True
2025-02-02,1,2025,体育赛事,2025北京马拉松起点仪式,65977,46310,393.28,18212796.8,4305882.69,200640.42,3581974.63,2,0.7019,393.28,0.2364,0.1967,True
2025-02-07,1,2025,商业活动,2025明星代言签约仪式,16603,12861,1171.61,15068076.21,9459464.45,70398.65,5028425.44,2,0.7746,1171.61,0.6278,0.3337,False
2025-02-18,1,2025,展览,国际文创博览会,33776,22977,134.03,3079607.31,532594.91,30833.07,443790.08,2,0.6803,134.03,0.1729,0.1441,False
2025-02-19,1,2025,体育赛事,2025全国运动会田径项目,52476,37372,214.88,8030495.36,1316744.05,78478.55,1602361.6,2,0.7122,214.88,0.164,0.1995,False
2025-02-20,1,2025,体育赛事,2025国际足球友谊赛,54769,34643,462.67,16028276.81,5011030.05,151615.33,3606902.71,2,0.6325,462.67,0.3126,0.225,False
2025-02-22,1,2025,文化活动,冰雪文化节,35507,25527,453.64,11580068.28,1828639.98,111671.6,1541316.79,2,0.7189,453.64,0.1579,0.1331,True
2025-02-27,1,2025,文化活动,2025中秋赏月晚会,43663,29192,249.38,7279900.96,1057255.38,76601.44,975227.59,2,0.6686,249.38,0.1452,0.134,False
2025-03-02,1,2025,演唱会,华晨宇火星演唱会,49171,48095,1761.97,84741947.15,45577122.56,1466013.82,15081440.47,3,0.9781,1761.97,0.5378,0.178,True
2025-03-02,1,2025,体育赛事,2025世界斯诺克中国公开赛,76140,67678,320.06,21661020.68,3422774.14,170075.47,6211058.89,3,0.8889,320.06,0.158,0.2867,True
2025-03-03,1,2025,商业活动,品牌周年庆典,17214,13092,507.37,6642488.04,3439397.95,50060.37,1775491.85,3,0.7605,507.37,0.5178,0.2673,False
2025-03-03,1,2025,体育赛事,2025国际足球友谊赛,74421,63214,672.4,42505093.6,7357075.64,354891.04,6497152.0,3,0.8494,672.4,0.1731,0.1529,False
2025-03-08,1,2025,展览,北京国际科技博览会,32732,25988,179.58,4666925.04,356076.3,69092.49,1009410.82,3,0.794,179.58,0.0763,0.2163,True
2025-03-11,1,2025,商业活动,2025国际商务大会,20248,18845,527.45,9939795.25,3212019.95,42901.7,3363412.99,3,0.9307,527.45,0.3231,0.3384,False
2025-03-12,1,2025,商业活动,2025世界500强企业峰会,15242,12467,2181.61,27198131.87,24330177.55,150781.93,9725031.29,3,0.8179,2181.61,0.8946,0.3576,False
2025-03-16,1,2025,体育赛事,全国田径锦标赛,81225,56451,795.21,44890399.71,10499201.35,374040.21,9877352.86,3,0.695,795.21,0.2339,0.22,True
2025-03-20,1,2025,展览,国际摄影大展,27563,22208,189.28,4203530.24,702725.46,53105.26,904677.65,3,0.8057,189.28,0.1672,0.2152,False
2025-03-24,1,2025,演唱会,2025张学友经典世界巡演,57287,50748,894.71,45404743.08,20864250.63,901374.33,7061013.23,3,0.8859,894.71,0.4595,0.1555,False
2025-03-24,1,2025,展览,2025国际摄影大展,38633,27860,85.68,2387044.8,269452.69,24656.38,594569.52,3,0.7211,85.68,0.1129,0.2491,False
2025-03-25,1,2025,商业活动,科技产品首发仪式,11872,11027,932.59,10283669.93,5216915.26,71336.96,2674014.22,3,0.9288,932.59,0.5073,0.26,False
2025-03-28,1,2025,演唱会,张学友经典世界巡演,46967,43923,1279.46,56197721.58,25428776.38,1008039.79,6454245.06,3,0.9352,1279.46,0.4525,0.1148,False
2025-03-28,1,2025,商业活动,行业峰会论坛,16520,15205,735.97,11190423.85,6980887.9,53093.48,4163977.56,3,0.9204,735.97,0.6238,0.3721,False
2025-03-29,1,2025,展览,未来生活体验展,25438,14227,142.18,2022794.86,205580.51,34790.8,303883.02,3,0.5593,142.18,0.1016,0.1502,True
2025-03-30,1,2025,体育赛事,2025中超联赛北京德比,67792,50303,712.88,35860002.64,5796954.73,408050.08,7462522.53,3,0.742,712.88,0.1617,0.2081,True
2025-03-30,1,2025,体育赛事,2025中国足协杯决赛,73868,61232,710.59,43510846.88,9521769.19,421814.38,9772419.58,3,0.8289,710.59,0.2188,0.2246,True
2025-03-31,1,2025,展览,国际汽车展览会,46133,25599,300.64,7696083.36,676560.4,124868.37,1129563.23,3,0.5549,300.64,0.0879,0.1468,False
2025-04-01,2,2025,体育赛事,2025法国超级杯北京站,93108,70921,678.76,48138337.96,10234701.95,351115.25,9703825.52,4,0.7617,678.76,0.2126,0.2016,False
2025-04-02,2,2025,演唱会,2025华晨宇火星演唱会,86139,74871,1646.16,123249645.36,67813114.85,2890451.04,14005285.13,4,0.8692,1646.16,0.5502,0.1136,False
2025-04-04,2,2025,展览,2025中国品牌日展览,51508,41673,90.53,3772656.69,389749.08,59969.21,604205.04,4,0.8091,90.53,0.1033,0.1602,False
2025-04-05,2,2025,演唱会,2025张杰未LIVE巡演,49283,44430,814.07,36169130.1,16345972.1,766426.72,4058879.61,4,0.9015,814.07,0.4519,0.1122,True
2025-04-05,2,2025,展览,2025当代艺术大展,24142,17002,322.72,5486885.44,614841.9,97246.19,871176.29,4,0.7042,322.72,0.1121,0.1588,True
2025-04-05,2,2025,演唱会,2025蔡依林Ugly Beauty巡演,76268,68727,1404.38,96518824.26,37281100.63,2305750.26,15937689.84,4,0.9011,1404.38,0.3863,0.1651,True
2025-04-05,2,2025,体育赛事,2025北京马拉松起点仪式,67004,48657,813.3,39572738.1,7821003.34,474265.53,11118702.1,4,0.7262,813.3,0.1976,0.281,True
2025-04-06,2,2025,演唱会,2025孙燕姿克卜勒巡演,74641,65278,1925.79,125711719.62,46705078.94,2504063.78,17717353.57,4,0.8746,1925.79,0.3715,0.1409,True
2025-04-07,2,2025,演唱会,2025五月天人生无限公司,60316,55739,1172.4,65348403.6,19948193.5,1475551.55,8014926.42,4,0.9241,1172.4,0.3053,0.1226,False
2025-04-11,2,2025,演唱会,BTS巡演北京站,57106,51104,2049.85,104755534.4,32007366.63,1435890.57,17004082.29,4,0.8949,2049.85,0.3055,0.1623,False
2025-04-12,2,2025,文化活动,2025世界文化遗产日庆典,59124,50805,688.78,34993467.9,3020005.35,382682.44,4608951.7,4,0.8593,688.78,0.0863,0.1317,True
2025-04-12,2,2025,体育赛事,2025国际足球友谊赛,72606,45829,687.7,31516603.3,4680885.83,251031.06,7315971.5,4,0.6312,687.7,0.1485,0.2321,True
2025-04-13,2,2025,体育赛事,全国田径锦标赛,97105,66214,876.43,58031936.02,14029498.64,559981.28,16202082.16,4,0.6819,876.43,0.2418,0.2792,True
2025-04-14,2,2025,展览,2025国际消费电子展,45408,37280,100.34,3740675.2,571325.9,51744.6,534062.19,4,0.821,100.34,0.1527,0.1428,False
2025-04-14,2,2025,体育赛事,2025世界斯诺克中国公开赛,95136,68913,685.51,47240550.63,6702211.82,429894.66,7423024.42,4,0.7244,685.51,0.1419,0.1571,False
2025-04-15,2,2025,体育赛事,法国超级杯北京站,89571,64580,884.3,57108094.0,15384180.0,398533.62,11128272.09,4,0.721,884.3,0.2694,0.1949,False
2025-04-16,2,2025,商业活动,2025世界500强企业峰会,6372,5084,2067.4,10510661.6,4495184.16,79876.93,4648277.86,4,0.7979,2067.4,0.4277,0.4422,False
2025-04-16,2,2025,展览,2025国际汽车展览会,23744,19068,194.34,3705675.12,567136.15,33002.85,615297.92,4,0.8031,194.34,0.153,0.166,False
2025-04-17,2,2025,演唱会,2025BLACKPINK世界巡演北京站,46682,44325,1327.77,58853405.25,27941709.77,1251890.84,5073127.97,4,0.9495,1327.77,0.4748,0.0862,False
2025-04-17,2,2025,演唱会,2025孙燕姿克卜勒巡演,52838,47889,2260.38,108247337.82,43167112.3,2460569.32,18308437.14,4,0.9063,2260.38,0.3988,0.1691,False
2025-04-17,2,2025,商业活动,2025科技产品首发仪式,5979,4592,928.75,4264820.0,1550732.32,22477.85,1383265.62,4,0.768,928.75,0.3636,0.3243,False
2025-04-18,2,2025,体育赛事,2025北京马拉松起点仪式,92365,78450,682.28,53524866.0,8018640.06,362285.1,12121452.81,4,0.8493,682.28,0.1498,0.2265,False
2025-04-18,2,2025,商业活动,2025品牌新品发布会,13729,12033,1916.69,23063530.77,12605253.36,129333.71,5874718.17,4,0.8765,1916.69,0.5465,0.2547,False
